scenario,algorithm,iterations,intercept_rate_mean,intercept_rate_std,intercept_rate_min,intercept_rate_max,solve_time_mean,solve_time_std,objective_mean,objective_std,total_time_mean,total_time_std,upper_intercepts_mean,lower_intercepts_mean,assets_protected_mean,missiles_fired_mean
SMALL_5,MIP,1,100.0,0.0,100.0,100.0,0.2200123945871989,0.0,0.59976,0.0,16.21951985359192,0.0,2.0,3.0,10.0,-56.0
