timestamp,scenario,algorithm,total_threats,actual_threats,deviated,intercepted,missed,intercept_rate,avg_solve_time,std_solve_time,min_solve_time,max_solve_time,final_objective,avg_objective,std_objective,min_objective,max_objective,missiles_used,missile_efficiency,asset_survival_rate,assets_survived,assets_lost,total_optimizations,simulation_time
2026-03-16 20:48:57,MEDIUM_10,MIP,10,10,0,10,0,100.0,0.47128920328049434,1.59983225910612,0.06580901145935059,9.410868883132935,0.59976,2.889965714285715,0.9132344265905682,0.59976,3.59136,20,50.0,100.0,10,0,63,325
2026-03-16 21:03:39,MEDIUM_10,MIP,10,10,0,10,0,100.0,0.5231155289543999,1.7415608353494816,0.06423449516296387,10.130407094955444,0.59976,2.889965714285715,0.9132344265905682,0.59976,3.59136,20,50.0,100.0,10,0,63,325
2026-03-16 21:04:49,MEDIUM_10,MIP,10,10,0,10,0,100.0,0.34537634395417716,1.2273752928076822,0.07733035087585449,9.998110055923462,0.59976,2.889965714285715,0.9132344265905682,0.59976,3.59136,20,50.0,100.0,10,0,63,325
